,dataset,factors,n_cluster,linkage,silhouette_score,n_elements,eveness
5088,df_datos_std_1_clus,"['F1', 'F5']",2,ward,0.5188342395906772,"{0: 62, 1: 9}",0.548486608843174
5089,df_datos_std_1_clus,"['F1', 'F5']",2,complete,0.5949695817598223,"{0: 69, 1: 2}",0.1851247601005459
5090,df_datos_std_1_clus,"['F1', 'F5']",2,average,0.597179897491305,"{0: 68, 1: 3}",0.25253077151613923
5091,df_datos_std_1_clus,"['F1', 'F5']",2,single,0.5377230702897321,"{0: 70, 1: 1}",0.10679203237584188
5092,df_datos_std_1_clus,"['F1', 'F5']",3,ward,0.5442565796144129,"{0: 60, 1: 9, 2: 2}",0.4593282771880744
5093,df_datos_std_1_clus,"['F1', 'F5']",3,complete,0.5094419033549021,"{2: 53, 0: 16, 1: 2}",0.5958488275645583
5094,df_datos_std_1_clus,"['F1', 'F5']",3,average,0.5087443909192026,"{1: 67, 0: 3, 2: 1}",0.2261499474354992
5095,df_datos_std_1_clus,"['F1', 'F5']",3,single,0.5397283042575627,"{0: 69, 2: 1, 1: 1}",0.13457338838490152
5096,df_datos_std_1_clus,"['F1', 'F5']",4,ward,0.3788032315958305,"{0: 38, 3: 22, 1: 9, 2: 2}",0.7646054883871466
5097,df_datos_std_1_clus,"['F1', 'F5']",4,complete,0.49555668329117447,"{2: 53, 0: 15, 1: 2, 3: 1}",0.5102035384426415
5098,df_datos_std_1_clus,"['F1', 'F5']",4,average,0.500634862396039,"{0: 67, 1: 2, 3: 1, 2: 1}",0.19862020932508226
5099,df_datos_std_1_clus,"['F1', 'F5']",4,single,0.45696760275325343,"{0: 68, 2: 1, 3: 1, 1: 1}",0.15975050901274193
5100,df_datos_std_1_clus,"['F1', 'F5']",5,ward,0.3300327202899214,"{1: 31, 3: 22, 0: 9, 4: 7, 2: 2}",0.8174584083997459
5101,df_datos_std_1_clus,"['F1', 'F5']",5,complete,0.38484502510057694,"{0: 53, 4: 10, 2: 5, 1: 2, 3: 1}",0.5230193138553598
5102,df_datos_std_1_clus,"['F1', 'F5']",5,average,0.45348234059869524,"{1: 52, 4: 15, 0: 2, 3: 1, 2: 1}",0.4828783250731706
5103,df_datos_std_1_clus,"['F1', 'F5']",5,single,0.42449694372774743,"{0: 67, 2: 1, 3: 1, 4: 1, 1: 1}",0.18321387026212296
5104,df_datos_std_1_clus,"['F1', 'F5']",6,ward,0.3441800391607703,"{0: 31, 1: 22, 3: 8, 4: 7, 2: 2, 5: 1}",0.758956060043399
5105,df_datos_std_1_clus,"['F1', 'F5']",6,complete,0.2916306113451579,"{0: 41, 5: 12, 4: 10, 2: 5, 1: 2, 3: 1}",0.6926514616426193
5106,df_datos_std_1_clus,"['F1', 'F5']",6,average,0.4283486503630427,"{0: 52, 1: 15, 5: 1, 3: 1, 4: 1, 2: 1}",0.4446400143767654
5107,df_datos_std_1_clus,"['F1', 'F5']",6,single,0.13105362964300718,"{0: 66, 5: 1, 3: 1, 4: 1, 1: 1, 2: 1}",0.20542447238572517
5108,df_datos_std_1_clus,"['F1', 'F5']",7,ward,0.33659193785295144,"{0: 22, 2: 19, 1: 12, 3: 8, 4: 7, 6: 2, 5: 1}",0.8485903382031584
5109,df_datos_std_1_clus,"['F1', 'F5']",7,complete,0.2978390348355695,"{5: 27, 6: 14, 2: 12, 4: 10, 0: 5, 1: 2, 3: 1}",0.8283003249406535
5110,df_datos_std_1_clus,"['F1', 'F5']",7,average,0.26087605616299064,"{1: 49, 0: 15, 2: 3, 5: 1, 3: 1, 4: 1, 6: 1}",0.4924339433831829
5111,df_datos_std_1_clus,"['F1', 'F5']",7,single,0.23705494294109172,"{0: 60, 2: 6, 5: 1, 3: 1, 4: 1, 1: 1, 6: 1}",0.33467839971003016
5112,df_datos_std_1_clus,"['F1', 'F5']",8,ward,0.3592598547162518,"{2: 19, 3: 14, 0: 12, 7: 8, 1: 8, 4: 7, 6: 2, 5: 1}",0.8917719218663885
5113,df_datos_std_1_clus,"['F1', 'F5']",8,complete,0.2958812574190785,"{2: 27, 6: 14, 0: 12, 4: 10, 5: 4, 1: 2, 7: 1, 3: 1}",0.7920576669487551
5114,df_datos_std_1_clus,"['F1', 'F5']",8,average,0.24066340744240017,"{0: 49, 1: 9, 3: 6, 2: 3, 5: 1, 7: 1, 4: 1, 6: 1}",0.5291890873413898
5115,df_datos_std_1_clus,"['F1', 'F5']",8,single,0.26232332750203147,"{0: 52, 1: 8, 2: 6, 5: 1, 7: 1, 4: 1, 3: 1, 6: 1}",0.47276716026839766
5116,df_datos_std_1_clus,"['F1', 'F5']",9,ward,0.34992814028276825,"{2: 19, 1: 14, 3: 8, 0: 8, 4: 7, 8: 7, 7: 5, 6: 2, 5: 1}",0.896212807921006
5117,df_datos_std_1_clus,"['F1', 'F5']",9,complete,0.24585939800491693,"{0: 27, 2: 14, 4: 10, 3: 7, 6: 5, 5: 4, 1: 2, 7: 1, 8: 1}",0.8018437724968901
5118,df_datos_std_1_clus,"['F1', 'F5']",9,average,0.3260718109834608,"{0: 32, 1: 17, 3: 9, 8: 6, 2: 3, 5: 1, 7: 1, 4: 1, 6: 1}",0.7035808244543742
5119,df_datos_std_1_clus,"['F1', 'F5']",9,single,0.20545886313785103,"{0: 50, 1: 8, 2: 6, 3: 2, 5: 1, 7: 1, 4: 1, 8: 1, 6: 1}",0.5017644858767218
5120,df_datos_std_1_clus,"['F2', 'F3']",2,ward,0.7926578841881274,"{0: 69, 1: 2}",0.1851247601005459
5121,df_datos_std_1_clus,"['F2', 'F3']",2,complete,0.8165617580344393,"{0: 70, 1: 1}",0.10679203237584188
5122,df_datos_std_1_clus,"['F2', 'F3']",2,average,0.7926578841881274,"{1: 69, 0: 2}",0.1851247601005459
5123,df_datos_std_1_clus,"['F2', 'F3']",2,single,0.8165617580344393,"{0: 70, 1: 1}",0.10679203237584188
5124,df_datos_std_1_clus,"['F2', 'F3']",3,ward,0.5086663266271313,"{0: 59, 2: 10, 1: 2}",0.48285520238915297
5125,df_datos_std_1_clus,"['F2', 'F3']",3,complete,0.545054208000602,"{2: 59, 0: 11, 1: 1}",0.45766718161381836
5126,df_datos_std_1_clus,"['F2', 'F3']",3,average,0.6995413039950219,"{0: 69, 2: 1, 1: 1}",0.13457338838490152
5127,df_datos_std_1_clus,"['F2', 'F3']",3,single,0.6995413039950219,"{0: 69, 2: 1, 1: 1}",0.13457338838490152
5128,df_datos_std_1_clus,"['F2', 'F3']",4,ward,0.5281752043408404,"{0: 55, 2: 10, 3: 4, 1: 2}",0.5312533823387503
5129,df_datos_std_1_clus,"['F2', 'F3']",4,complete,0.5046788985207352,"{0: 59, 2: 10, 3: 1, 1: 1}",0.3967382015747195
5130,df_datos_std_1_clus,"['F2', 'F3']",4,average,0.5050532343461318,"{0: 65, 1: 4, 2: 1, 3: 1}",0.2618178706900203
5131,df_datos_std_1_clus,"['F2', 'F3']",4,single,0.5050532343461318,"{0: 65, 1: 4, 2: 1, 3: 1}",0.2618178706900203
5132,df_datos_std_1_clus,"['F2', 'F3']",5,ward,0.44263230422128313,"{1: 37, 4: 18, 2: 10, 3: 4, 0: 2}",0.7618992228508457
5133,df_datos_std_1_clus,"['F2', 'F3']",5,complete,0.5243081840189058,"{0: 55, 2: 10, 1: 4, 3: 1, 4: 1}",0.469728490371239
5134,df_datos_std_1_clus,"['F2', 'F3']",5,average,0.5243081840189058,"{0: 55, 1: 10, 4: 4, 2: 1, 3: 1}",0.469728490371239
5135,df_datos_std_1_clus,"['F2', 'F3']",5,single,0.3966035288545172,"{0: 64, 1: 4, 2: 1, 3: 1, 4: 1}",0.2707320525237008
5136,df_datos_std_1_clus,"['F2', 'F3']",6,ward,0.43900918708026376,"{0: 37, 1: 18, 2: 10, 3: 4, 5: 1, 4: 1}",0.6952689737639659
5137,df_datos_std_1_clus,"['F2', 'F3']",6,complete,0.44749898176146147,"{0: 34, 5: 21, 2: 10, 1: 4, 3: 1, 4: 1}",0.7094137403375569
5138,df_datos_std_1_clus,"['F2', 'F3']",6,average,0.34875887637270725,"{0: 54, 1: 10, 4: 4, 5: 1, 2: 1, 3: 1}",0.4612202980061542
5139,df_datos_std_1_clus,"['F2', 'F3']",6,single,0.13350801021802952,"{0: 63, 1: 4, 5: 1, 2: 1, 3: 1, 4: 1}",0.28367431592164505
5140,df_datos_std_1_clus,"['F2', 'F3']",7,ward,0.4105165432654924,"{0: 31, 1: 18, 2: 10, 6: 6, 3: 4, 5: 1, 4: 1}",0.7588931603647655
5141,df_datos_std_1_clus,"['F2', 'F3']",7,complete,0.43898475179148394,"{6: 27, 5: 21, 0: 10, 2: 7, 1: 4, 3: 1, 4: 1}",0.7783410581478235
5142,df_datos_std_1_clus,"['F2', 'F3']",7,average,0.42563170505685016,"{1: 33, 2: 21, 0: 10, 4: 4, 5: 1, 6: 1, 3: 1}",0.6858698784428867
5143,df_datos_std_1_clus,"['F2', 'F3']",7,single,0.14862931742637875,"{0: 62, 1: 4, 5: 1, 6: 1, 3: 1, 2: 1, 4: 1}",0.298370549793998
5144,df_datos_std_1_clus,"['F2', 'F3']",8,ward,0.3851927360036295,"{1: 18, 2: 17, 3: 14, 0: 10, 6: 6, 7: 4, 5: 1, 4: 1}",0.8547159732188171
5145,df_datos_std_1_clus,"['F2', 'F3']",8,complete,0.4048270182293969,"{6: 27, 2: 21, 0: 7, 3: 5, 5: 5, 1: 4, 7: 1, 4: 1}",0.7753082236844505
5146,df_datos_std_1_clus,"['F2', 'F3']",8,average,0.40762646812041436,"{1: 33, 2: 21, 3: 6, 4: 4, 0: 4, 5: 1, 6: 1, 7: 1}",0.6874112613301528
5147,df_datos_std_1_clus,"['F2', 'F3']",8,single,0.2840810906251741,"{1: 55, 3: 7, 0: 4, 5: 1, 6: 1, 7: 1, 2: 1, 4: 1}",0.42725716801207947
5148,df_datos_std_1_clus,"['F2', 'F3']",9,ward,0.3740472972033469,"{0: 18, 2: 17, 3: 14, 6: 6, 8: 6, 7: 4, 1: 4, 5: 1, 4: 1}",0.8520395666396883
5149,df_datos_std_1_clus,"['F2', 'F3']",9,complete,0.3841519455601342,"{6: 27, 0: 21, 5: 6, 3: 5, 2: 5, 1: 4, 7: 1, 8: 1, 4: 1}",0.7521498476730786
5150,df_datos_std_1_clus,"['F2', 'F3']",9,average,0.40147990752251733,"{0: 33, 2: 21, 3: 6, 4: 4, 1: 3, 5: 1, 6: 1, 7: 1, 8: 1}",0.6649809042359147
5151,df_datos_std_1_clus,"['F2', 'F3']",9,single,0.2586307910935199,"{0: 55, 1: 7, 3: 3, 5: 1, 6: 1, 8: 1, 7: 1, 2: 1, 4: 1}",0.4187724672542477
5152,df_datos_std_1_clus,"['F2', 'F4']",2,ward,0.4811723503343041,"{1: 39, 0: 32}",0.9929768866085175
5153,df_datos_std_1_clus,"['F2', 'F4']",2,complete,0.5525936780520888,"{1: 44, 0: 27}",0.9582407282588409
5154,df_datos_std_1_clus,"['F2', 'F4']",2,average,0.5758300752644399,"{0: 70, 1: 1}",0.10679203237584188
5155,df_datos_std_1_clus,"['F2', 'F4']",2,single,0.5758300752644399,"{0: 70, 1: 1}",0.10679203237584188
5156,df_datos_std_1_clus,"['F2', 'F4']",3,ward,0.44169663634524664,"{0: 39, 1: 25, 2: 7}",0.8420110326715701
5157,df_datos_std_1_clus,"['F2', 'F4']",3,complete,0.5211956456964063,"{0: 44, 1: 26, 2: 1}",0.6594159795121955
5158,df_datos_std_1_clus,"['F2', 'F4']",3,average,0.5211956456964063,"{0: 44, 2: 26, 1: 1}",0.6594159795121955
5159,df_datos_std_1_clus,"['F2', 'F4']",3,single,0.2757341220488664,"{0: 69, 1: 1, 2: 1}",0.13457338838490152
5160,df_datos_std_1_clus,"['F2', 'F4']",4,ward,0.466717682488207,"{1: 35, 0: 25, 2: 7, 3: 4}",0.7983045823449807
5161,df_datos_std_1_clus,"['F2', 'F4']",4,complete,0.5200720763683098,"{3: 40, 0: 26, 1: 4, 2: 1}",0.6587569649131657
5162,df_datos_std_1_clus,"['F2', 'F4']",4,average,0.5200720763683098,"{1: 40, 2: 26, 0: 4, 3: 1}",0.6587569649131657
5163,df_datos_std_1_clus,"['F2', 'F4']",4,single,0.28291830226523645,"{1: 66, 0: 3, 3: 1, 2: 1}",0.23202215566909185
5164,df_datos_std_1_clus,"['F2', 'F4']",5,ward,0.398518822952017,"{0: 35, 1: 15, 4: 10, 2: 7, 3: 4}",0.8348635692424077
5165,df_datos_std_1_clus,"['F2', 'F4']",5,complete,0.45883855230155635,"{3: 40, 0: 14, 4: 12, 1: 4, 2: 1}",0.7244610725102454
5166,df_datos_std_1_clus,"['F2', 'F4']",5,average,0.5085194375401694,"{1: 40, 0: 26, 2: 3, 3: 1, 4: 1}",0.5871067853723289
5167,df_datos_std_1_clus,"['F2', 'F4']",5,single,0.2285707885494227,"{0: 66, 1: 2, 3: 1, 4: 1, 2: 1}",0.21656378803040172
5168,df_datos_std_1_clus,"['F2', 'F4']",6,ward,0.3767352483235017,"{2: 20, 1: 15, 5: 15, 4: 10, 0: 7, 3: 4}",0.9377965900289131
5169,df_datos_std_1_clus,"['F2', 'F4']",6,complete,0.45240077242363236,"{1: 40, 4: 12, 3: 11, 0: 4, 2: 3, 5: 1}",0.7079228549424604
5170,df_datos_std_1_clus,"['F2', 'F4']",6,average,0.5033665577239049,"{1: 40, 0: 20, 2: 6, 5: 3, 3: 1, 4: 1}",0.6377715167085749
5171,df_datos_std_1_clus,"['F2', 'F4']",6,single,-0.005373484878001898,"{2: 65, 0: 2, 3: 1, 4: 1, 1: 1, 5: 1}",0.23526174304807182
5172,df_datos_std_1_clus,"['F2', 'F4']",7,ward,0.37421442894135704,"{0: 20, 1: 15, 2: 15, 4: 10, 5: 6, 3: 4, 6: 1}",0.8842853943903789
5173,df_datos_std_1_clus,"['F2', 'F4']",7,complete,0.44806630936267394,"{0: 40, 1: 12, 3: 11, 2: 3, 4: 3, 5: 1, 6: 1}",0.6681235167385507
5174,df_datos_std_1_clus,"['F2', 'F4']",7,average,0.44815605470858577,"{1: 40, 0: 19, 2: 6, 5: 3, 3: 1, 6: 1, 4: 1}",0.6159857595205172
5175,df_datos_std_1_clus,"['F2', 'F4']",7,single,-0.02327882429849718,"{0: 65, 3: 1, 4: 1, 1: 1, 5: 1, 6: 1, 2: 1}",0.22665883558880215
5176,df_datos_std_1_clus,"['F2', 'F4']",8,ward,0.38466572610161665,"{0: 15, 3: 15, 2: 15, 4: 10, 5: 6, 7: 5, 1: 4, 6: 1}",0.9036773345296326
5177,df_datos_std_1_clus,"['F2', 'F4']",8,complete,0.37602494748514914,"{0: 25, 3: 15, 1: 12, 7: 11, 2: 3, 4: 3, 5: 1, 6: 1}",0.804456380226974
5178,df_datos_std_1_clus,"['F2', 'F4']",8,average,0.4386910909746167,"{0: 40, 1: 11, 3: 8, 2: 6, 5: 3, 7: 1, 6: 1, 4: 1}",0.6640211801776399
5179,df_datos_std_1_clus,"['F2', 'F4']",8,single,-0.19709958213791146,"{0: 64, 7: 1, 3: 1, 4: 1, 1: 1, 5: 1, 6: 1, 2: 1}",0.24709880509311002
5180,df_datos_std_1_clus,"['F2', 'F4']",9,ward,0.3869263109742768,"{8: 15, 2: 15, 1: 10, 4: 8, 3: 7, 5: 6, 7: 5, 0: 4, 6: 1}",0.9216690564174653
5181,df_datos_std_1_clus,"['F2', 'F4']",9,complete,0.396100128317732,"{7: 20, 1: 15, 0: 12, 3: 11, 8: 5, 2: 3, 4: 3, 5: 1, 6: 1}",0.8415243808223298
5182,df_datos_std_1_clus,"['F2', 'F4']",9,average,0.3618048191576744,"{0: 31, 1: 11, 3: 9, 8: 8, 2: 6, 5: 3, 7: 1, 6: 1, 4: 1}",0.7651321757179578
5183,df_datos_std_1_clus,"['F2', 'F4']",9,single,-0.3217160912510584,"{0: 63, 7: 1, 8: 1, 4: 1, 3: 1, 5: 1, 6: 1, 1: 1, 2: 1}",0.26687177930969797
5184,df_datos_std_1_clus,"['F2', 'F5']",2,ward,0.7233827721338214,"{0: 68, 1: 3}",0.25253077151613923
5185,df_datos_std_1_clus,"['F2', 'F5']",2,complete,0.7233827721338214,"{0: 68, 1: 3}",0.25253077151613923
5186,df_datos_std_1_clus,"['F2', 'F5']",2,average,0.6840956530745639,"{1: 67, 0: 4}",0.31273337639664334
5187,df_datos_std_1_clus,"['F2', 'F5']",2,single,0.7430202302491993,"{0: 70, 1: 1}",0.10679203237584188
5188,df_datos_std_1_clus,"['F2', 'F5']",3,ward,0.5818738678524361,"{0: 64, 2: 4, 1: 3}",0.35436176703007605
5189,df_datos_std_1_clus,"['F2', 'F5']",3,complete,0.32560766809249353,"{2: 49, 0: 19, 1: 3}",0.6757680016288197
5190,df_datos_std_1_clus,"['F2', 'F5']",3,average,0.6138774398087602,"{0: 67, 1: 3, 2: 1}",0.2261499474354992
5191,df_datos_std_1_clus,"['F2', 'F5']",3,single,0.6599057227465038,"{2: 68, 0: 2, 1: 1}",0.18381002945395933
5192,df_datos_std_1_clus,"['F2', 'F5']",4,ward,0.4112805407557278,"{0: 44, 3: 20, 2: 4, 1: 3}",0.6846732736963425
5193,df_datos_std_1_clus,"['F2', 'F5']",4,complete,0.3175449257064489,"{2: 49, 1: 15, 3: 4, 0: 3}",0.6348803992034929
5194,df_datos_std_1_clus,"['F2', 'F5']",4,average,0.562229183996755,"{1: 63, 3: 4, 0: 3, 2: 1}",0.33315861128291707
5195,df_datos_std_1_clus,"['F2', 'F5']",4,single,0.6272110626237698,"{0: 68, 3: 1, 2: 1, 1: 1}",0.15975050901274193
5196,df_datos_std_1_clus,"['F2', 'F5']",5,ward,0.3038271190600765,"{0: 27, 3: 20, 4: 17, 2: 4, 1: 3}",0.8466116351876508
5197,df_datos_std_1_clus,"['F2', 'F5']",5,complete,0.31037809434968067,"{0: 49, 1: 15, 3: 4, 2: 2, 4: 1}",0.563566991464179
5198,df_datos_std_1_clus,"['F2', 'F5']",5,average,0.4723973885584157,"{0: 63, 3: 4, 1: 2, 2: 1, 4: 1}",0.30367798922941125
5199,df_datos_std_1_clus,"['F2', 'F5']",5,single,0.47910847062571793,"{0: 67, 3: 1, 2: 1, 4: 1, 1: 1}",0.18321387026212296
5200,df_datos_std_1_clus,"['F2', 'F5']",6,ward,0.31261382160610074,"{3: 22, 1: 20, 4: 17, 5: 5, 2: 4, 0: 3}",0.8621619154993004
5201,df_datos_std_1_clus,"['F2', 'F5']",6,complete,0.2929897228304078,"{0: 34, 1: 15, 2: 15, 3: 4, 5: 2, 4: 1}",0.7434743807804327
5202,df_datos_std_1_clus,"['F2', 'F5']",6,average,0.3765759551432608,"{1: 47, 2: 16, 3: 4, 0: 2, 5: 1, 4: 1}",0.5533976780939128
5203,df_datos_std_1_clus,"['F2', 'F5']",6,single,0.39069705337898253,"{0: 66, 3: 1, 5: 1, 4: 1, 2: 1, 1: 1}",0.20542447238572517
5204,df_datos_std_1_clus,"['F2', 'F5']",7,ward,0.3065086558044991,"{3: 22, 0: 20, 1: 17, 5: 5, 2: 4, 4: 2, 6: 1}",0.8076846414127631
5205,df_datos_std_1_clus,"['F2', 'F5']",7,complete,0.33972784057145156,"{6: 27, 0: 15, 2: 15, 3: 7, 1: 4, 5: 2, 4: 1}",0.8097034903090016
5206,df_datos_std_1_clus,"['F2', 'F5']",7,average,0.3670652000281162,"{0: 47, 2: 16, 1: 4, 5: 1, 6: 1, 3: 1, 4: 1}",0.5195927484916347
5207,df_datos_std_1_clus,"['F2', 'F5']",7,single,0.43710514302844544,"{2: 63, 0: 3, 3: 1, 5: 1, 4: 1, 6: 1, 1: 1}",0.2774830046543998
5208,df_datos_std_1_clus,"['F2', 'F5']",8,ward,0.33040350265683915,"{7: 22, 0: 17, 1: 10, 3: 10, 5: 5, 2: 4, 4: 2, 6: 1}",0.849715864795174
5209,df_datos_std_1_clus,"['F2', 'F5']",8,complete,0.3301651745689764,"{6: 27, 0: 15, 5: 14, 3: 7, 1: 4, 2: 2, 4: 1, 7: 1}",0.782592819854842
5210,df_datos_std_1_clus,"['F2', 'F5']",8,average,0.3451803783622458,"{1: 42, 2: 16, 3: 5, 0: 4, 5: 1, 6: 1, 7: 1, 4: 1}",0.594108325134684
5211,df_datos_std_1_clus,"['F2', 'F5']",8,single,0.40990953988008894,"{2: 63, 0: 2, 7: 1, 5: 1, 3: 1, 4: 1, 6: 1, 1: 1}",0.27259817044289997
5212,df_datos_std_1_clus,"['F2', 'F5']",9,ward,0.3274868172820012,"{7: 22, 1: 16, 0: 10, 3: 10, 5: 5, 2: 4, 4: 2, 6: 1, 8: 1}",0.828545605469989
5213,df_datos_std_1_clus,"['F2', 'F5']",9,complete,0.3565648467520349,"{6: 27, 5: 14, 1: 10, 3: 7, 8: 5, 0: 4, 2: 2, 4: 1, 7: 1}",0.8018437724968901
5214,df_datos_std_1_clus,"['F2', 'F5']",9,average,0.33821130432714297,"{1: 42, 0: 16, 3: 5, 2: 3, 5: 1, 6: 1, 7: 1, 4: 1, 8: 1}",0.5766795064239638
5215,df_datos_std_1_clus,"['F2', 'F5']",9,single,0.3877109110659368,"{0: 63, 7: 1, 5: 1, 8: 1, 4: 1, 6: 1, 3: 1, 2: 1, 1: 1}",0.26687177930969797
5216,df_datos_std_1_clus,"['F3', 'F4']",2,ward,0.532177229315729,"{1: 43, 0: 28}",0.9675594819018213
5217,df_datos_std_1_clus,"['F3', 'F4']",2,complete,0.7554996151629736,"{0: 70, 1: 1}",0.10679203237584188
5218,df_datos_std_1_clus,"['F3', 'F4']",2,average,0.7554996151629736,"{0: 70, 1: 1}",0.10679203237584188
5219,df_datos_std_1_clus,"['F3', 'F4']",2,single,0.7554996151629736,"{0: 70, 1: 1}",0.10679203237584188
5220,df_datos_std_1_clus,"['F3', 'F4']",3,ward,0.555626272072483,"{1: 43, 0: 26, 2: 2}",0.7028311157669447
5221,df_datos_std_1_clus,"['F3', 'F4']",3,complete,0.5929166914495855,"{0: 68, 2: 2, 1: 1}",0.18381002945395933
5222,df_datos_std_1_clus,"['F3', 'F4']",3,average,0.5929166914495855,"{2: 68, 0: 2, 1: 1}",0.18381002945395933
5223,df_datos_std_1_clus,"['F3', 'F4']",3,single,0.6113246490165816,"{0: 69, 2: 1, 1: 1}",0.13457338838490152
5224,df_datos_std_1_clus,"['F3', 'F4']",4,ward,0.5140190559229951,"{1: 43, 2: 19, 3: 7, 0: 2}",0.710848970583175
5225,df_datos_std_1_clus,"['F3', 'F4']",4,complete,0.49051621854751526,"{2: 43, 1: 25, 0: 2, 3: 1}",0.6000440583681275
5226,df_datos_std_1_clus,"['F3', 'F4']",4,average,0.5357407496839396,"{0: 68, 3: 1, 2: 1, 1: 1}",0.15975050901274193
5227,df_datos_std_1_clus,"['F3', 'F4']",4,single,0.5357407496839396,"{0: 68, 2: 1, 3: 1, 1: 1}",0.15975050901274193
5228,df_datos_std_1_clus,"['F3', 'F4']",5,ward,0.510181684960253,"{1: 43, 0: 19, 3: 7, 4: 1, 2: 1}",0.6244237099517893
5229,df_datos_std_1_clus,"['F3', 'F4']",5,complete,0.4709142497097495,"{0: 43, 1: 25, 4: 1, 2: 1, 3: 1}",0.5289815535309871
5230,df_datos_std_1_clus,"['F3', 'F4']",5,average,0.5035514398843124,"{1: 41, 0: 27, 3: 1, 2: 1, 4: 1}",0.5373778929804924
5231,df_datos_std_1_clus,"['F3', 'F4']",5,single,0.31796660329832094,"{0: 67, 2: 1, 3: 1, 4: 1, 1: 1}",0.18321387026212296
5232,df_datos_std_1_clus,"['F3', 'F4']",6,ward,0.46885789572269915,"{0: 43, 2: 10, 1: 9, 3: 7, 4: 1, 5: 1}",0.6642021359444409
5233,df_datos_std_1_clus,"['F3', 'F4']",6,complete,0.5062697506019125,"{1: 40, 0: 25, 2: 3, 4: 1, 5: 1, 3: 1}",0.560683914430601
5234,df_datos_std_1_clus,"['F3', 'F4']",6,average,0.511482223841556,"{1: 41, 0: 24, 2: 3, 3: 1, 5: 1, 4: 1}",0.5567325471867536
5235,df_datos_std_1_clus,"['F3', 'F4']",6,single,0.2738019746879596,"{0: 66, 5: 1, 3: 1, 4: 1, 1: 1, 2: 1}",0.20542447238572517
5236,df_datos_std_1_clus,"['F3', 'F4']",7,ward,0.366393330366121,"{3: 27, 6: 16, 2: 10, 0: 9, 1: 7, 4: 1, 5: 1}",0.8170188415860137
5237,df_datos_std_1_clus,"['F3', 'F4']",7,complete,0.47518836720793445,"{1: 40, 2: 13, 0: 12, 6: 3, 4: 1, 5: 1, 3: 1}",0.6415480472582352
5238,df_datos_std_1_clus,"['F3', 'F4']",7,average,0.465822571574839,"{1: 41, 6: 12, 0: 12, 2: 3, 3: 1, 5: 1, 4: 1}",0.6330374946393573
5239,df_datos_std_1_clus,"['F3', 'F4']",7,single,0.2660418479889523,"{0: 65, 5: 1, 3: 1, 4: 1, 6: 1, 1: 1, 2: 1}",0.22665883558880215
5240,df_datos_std_1_clus,"['F3', 'F4']",8,ward,0.3802891602241931,"{1: 27, 6: 16, 2: 10, 0: 7, 7: 6, 3: 3, 4: 1, 5: 1}",0.8033551878716034
5241,df_datos_std_1_clus,"['F3', 'F4']",8,complete,0.4998753565656688,"{0: 40, 2: 13, 1: 6, 3: 6, 6: 3, 4: 1, 5: 1, 7: 1}",0.656689050904631
5242,df_datos_std_1_clus,"['F3', 'F4']",8,average,0.49242874920676416,"{1: 41, 2: 12, 6: 6, 3: 6, 0: 3, 7: 1, 5: 1, 4: 1}",0.6487250036432853
5243,df_datos_std_1_clus,"['F3', 'F4']",8,single,0.46976067893460177,"{1: 43, 0: 22, 5: 1, 7: 1, 4: 1, 6: 1, 3: 1, 2: 1}",0.49387401606864645
5244,df_datos_std_1_clus,"['F3', 'F4']",9,ward,0.3874890093021198,"{0: 27, 6: 16, 2: 10, 3: 6, 7: 6, 1: 3, 4: 1, 8: 1, 5: 1}",0.7786933439776205
5245,df_datos_std_1_clus,"['F3', 'F4']",9,complete,0.3976155284709895,"{6: 24, 3: 16, 0: 13, 1: 6, 8: 6, 2: 3, 4: 1, 5: 1, 7: 1}",0.7940508280100332
5246,df_datos_std_1_clus,"['F3', 'F4']",9,average,0.4830274603255977,"{1: 41, 0: 12, 2: 6, 3: 6, 6: 2, 7: 1, 5: 1, 4: 1, 8: 1}",0.626190286032487
5247,df_datos_std_1_clus,"['F3', 'F4']",9,single,0.42829133543934816,"{1: 43, 0: 21, 5: 1, 7: 1, 4: 1, 8: 1, 6: 1, 3: 1, 2: 1}",0.49347590910814526
5248,df_datos_std_1_clus,"['F3', 'F5']",2,ward,0.7974300017311805,"{0: 69, 1: 2}",0.1851247601005459
5249,df_datos_std_1_clus,"['F3', 'F5']",2,complete,0.7974300017311805,"{0: 69, 1: 2}",0.1851247601005459
5250,df_datos_std_1_clus,"['F3', 'F5']",2,average,0.7974300017311805,"{0: 69, 1: 2}",0.1851247601005459
5251,df_datos_std_1_clus,"['F3', 'F5']",2,single,0.8089107581812172,"{0: 70, 1: 1}",0.10679203237584188
5252,df_datos_std_1_clus,"['F3', 'F5']",3,ward,0.3967527777775169,"{0: 44, 2: 25, 1: 2}",0.6959834943870015
5253,df_datos_std_1_clus,"['F3', 'F5']",3,complete,0.7403311776025042,"{0: 68, 1: 2, 2: 1}",0.18381002945395933
5254,df_datos_std_1_clus,"['F3', 'F5']",3,average,0.7403311776025042,"{1: 68, 0: 2, 2: 1}",0.18381002945395933
5255,df_datos_std_1_clus,"['F3', 'F5']",3,single,0.7245804044120558,"{0: 69, 2: 1, 1: 1}",0.13457338838490152
5256,df_datos_std_1_clus,"['F3', 'F5']",4,ward,0.4168146440198405,"{2: 43, 0: 25, 1: 2, 3: 1}",0.6000440583681275
